Folder,Davies-Bouldin Index,Calinski-Harabasz Index
4_8,1.0550713718667353,60310.49816911193
4_9,1.2321431975646615,519949.15493575495
4_10,1.2101854076828875,757492.5485752273
4_11,1.1592579300508379,964030.0552931577
4_12,1.10035057338056,280461.6514227431
4_13,1.0437545576203358,229011.61969895987
4_14,1.0892532394746444,64552.32112845791
4_15,1.0922991399866593,27028.68879372767
4_16,1.0787102756443925,239399.81539673387
5_5,1.228461081107926,3929376.096136667
5_6,1.132476439481973,788837.6747631596
5_7,1.1999189385875408,2506803.873940093
5_8,0.8138368652119833,13319.385556563915
5_9,1.1746409531573778,444511.2183187003
5_10,1.1752211631940013,375343.5004020593
5_11,1.201012303206359,852242.2969978513
5_12,1.017961708426367,132135.49671646123
5_13,1.1988928100236298,810929.9054991138
5_14,1.2895542511940252,740728.3594487729
5_15,1.2150284927117831,206597.8665009604
5_16,0.9299885796962167,37410.98268757198
6_6,1.3352879052998927,3852318.4955805396
6_7,1.2038063452569308,3086104.843524842
6_8,0.9518883609105142,31827.236598588843
6_9,1.283776697996025,545208.0955500278
6_10,1.278976840623566,1003497.5205884434
6_11,1.2184779460301907,1079767.593845732
6_12,1.1215866525417648,324871.62732833636
6_13,1.008539940637658,210428.98339688228
6_14,0.9360743093392586,33094.86066247254
6_15,1.0296302665239414,63449.37537810218
6_16,1.0172560051898303,166143.65228517365
7_7,1.2024017621486225,7841014.953328937
7_8,1.024754463013645,92301.42077896844
7_9,1.210008617232232,1084324.913542571
7_10,1.1940688393024157,1674117.2650938027
7_11,1.1498865980506572,1800927.4644748913
7_12,1.041849038874488,490903.10216101864
7_13,1.1028157756565284,393205.59846013825
7_14,1.0585945607273204,161372.41392700464
7_15,1.0293337810504284,143424.21022534312
7_16,1.0209888729239922,295070.5145978386
8_8,1.1979053278415415,2339062.24277376
8_9,1.231836026818236,250869.22327434638
8_10,1.172464850790191,71510.94433093564
8_11,1.2382065676310354,52526.577801590756
8_12,1.2854721961392162,95829.89452583127
8_13,1.0729072044510128,32885.39100883624
8_14,1.0435713901752008,13113.787716399826
8_15,1.1173285303901723,9663.603083584012
8_16,1.2654216843642812,689309.7915994459
9_9,1.305092224443045,305840.4790554236
9_10,1.2774978435339233,456915.9400947805
9_11,1.2974656631773056,294630.46114224213
9_12,1.3407674763249946,134742.67723926765
9_13,1.1088558691285961,801444.0110434694
9_14,1.0606002302487905,130229.96226909137
9_15,1.0771614727658225,29638.64209569245
9_16,1.2907704552505244,381204.86373519537
10_10,1.2563658873074104,339446.302775851
10_11,1.3028199953351234,565963.2430849256
10_12,1.2889971620877887,304989.8896714395
10_13,1.162888247573169,100766.87258137831
10_14,1.1072975610424807,18435.184058429997
10_15,1.1713573749262003,54350.57940744959
10_16,1.220046643664353,323808.6980733875
11_11,1.3025729955510599,825650.966506356
11_12,1.3354843584871459,409824.0038563393
11_13,1.0641754109783272,295180.6037921528
11_14,1.0927167255729615,176690.29059315074
11_15,1.1920458599543176,114212.41620921795
11_16,1.201288779375128,190287.01121142457
12_12,1.3901793062352,207643.7516592507
12_13,1.0326199404000476,211360.70687392194
12_14,1.07499242242979,124569.88246599735
12_15,1.3085933781120827,49996.78565036506
12_16,1.3748978957575773,346392.9947600096
13_13,1.1199912349565981,1062908.7116588866
13_14,1.0399680713871546,284480.9649251823
13_15,0.9623294255019251,32322.385730076443
13_16,1.1930408459153352,134145.37794616094
14_14,1.1657947254215166,296638.01872448367
14_15,0.9972711964382133,22212.538823818737
14_16,1.0867739067120294,51260.400933447556
15_15,1.2892058610720294,48611.84834664751
15_16,1.1628336178575165,11829.694543371912
16_16,1.2221040587832128,483777.70769965963
